ID,LAT,LON,HEIGHT,HEIGHT_WRT_DEM,SIGMA_HEIGHT,VEL,SIGMA_VEL,SEASONAL,CUMUL_DISP_,COHER,SVET,LVET,IN,FIN,STDEV,20190128,20190209,20190221,20190305,20190317,20190410,20190422,20190504,20190516,20190528,20190609,20190621,20190703,20190715,20190727,20190808,20190820,20190901,20190913,20190925,20191007,20191019,20191031,20191124,20191206,20191218,20191230,20200111,20200123,20200204,20200216,20200311,20200323,20200404,20200416,20200428,20200510,20200522,20200603,20200615,20200627,20200709,20200721,20200802,20200814,20200826,20200907,20200919,20201001,20201013,20201025,20201106,20201118,20201130,20201212,20201224,20210105,20210117,20210129,20210210,20210222,20210306,20210318,20210330,20210411,20210423,20190128_1,20190209_1,20190221_1,20190305_1,20190317_1,20190410_1,20190422_1,20190504_1,20190516_1,20190528_1,20190609_1,20190621_1,20190703_1,20190715_1,20190727_1,20190808_1,20190820_1,20190901_1,20190913_1,20190925_1,20191007_1,20191019_1,20191031_1,20191124_1,20191206_1,20191218_1,20191230_1,20200111_1,20200123_1,20200204_1,20200216_1,20200311_1,20200323_1,20200404_1,20200416_1,20200428_1,20200510_1,20200522_1,20200603_1,20200615_1,20200627_1,20200709_1,20200721_1,20200802_1,20200814_1,20200826_1,20200907_1,20200919_1,20201001_1,20201013_1,20201025_1,20201106_1,20201118_1,20201130_1,20201212_1,20201224_1,20210105_1,20210117_1,20210129_1,20210210_1,20210222_1,20210306_1,20210318_1,20210330_1,20210411_1,20210423_1
11,29.700926000000003,-95.345475,14.99,0.0,0.0,0,0,0,20.24,0.53,69,1,1,66,5.02,0,0.45,-10.44,8.07,-2.08,5.55,9.16,2.79,-2.45,8.62,3.87,9.05,-2.01,9.62,3.28,19.65,13.28,17.44,10.58,7.41,13.89,8.7,2.79,15.6,2.93,11.25,21.09,10.09,-8.64,6.06,5.44,5.37,4.74,5.85,-1.29,-1.74,2.21,7.02,1.14,2.49,9.4,13.94,19.48,10.02,19.32,12.32,21.47,10.11,13.22,17.92,16.9,12.45,11.31,15.59,24.2,29.12,19.05,23.56,22.36,7.47,8.76,6.32,10.99,20.66,12.92,28.89,0,3.56,1.56,3.2,7.23,4.61,2.01,4.81,4.46,4.51,2.67,7.02,5.19,8.44,11.87,13.28,13.48,13.09,12.71,11.3,8.11,9.51,8.19,7.48,7.04,12.01,14.25,12.31,4.39,5.32,5.71,5.89,4.27,3.03,1.55,1.93,0.12,1.36,3.53,7.15,4.12,10.71,14.14,14.15,17.19,13.4,14.58,14.32,15.64,13.61,13.83,14.22,14.18,11.76,17.03,22.2,22.93,22.8,16.33,7.11,8.97,8.88,10.72,9.07,13.73,20.24
12,29.700947999999997,-95.345345,14.68,0.0,0.0,0,0,0,-3.46,0.56,72,1,1,66,4.94,0,-7.14,-13.12,-12.07,-24.23,-18.54,-15.17,-21.93,-30.05,-19.24,-6.14,-14.85,1.75,-17.17,-3.32,-4.73,-9.27,-9.22,-12.18,-18.94,-11.96,-21.94,-23.8,-17.91,-20.66,-15.7,-3.92,-13.83,-10.91,-18.0,-26.57,-23.26,-24.81,-21.04,-28.93,-26.88,-27.52,-21.23,-21.04,-21.17,-13.12,-11.99,-4.23,-12.62,-3.23,-11.15,-3.38,-13.23,-13.74,-6.04,-7.47,-13.06,-13.73,-13.85,-32.52,-26.87,-22.59,-12.29,-28.68,-21.38,-20.7,-20.8,-15.03,-10.02,-7.54,-19.01,0,-4.12,-8.5,-9.03,-9.56,-11.26,-14.19,-12.75,-11.53,-9.32,3.47,-8.92,0.94,2.96,3.01,-0.64,-0.69,-3.18,-4.04,-6.44,-11.62,-12.92,-13.45,-12.99,-13.15,-9.75,-6.32,-5.98,-1.91,-9.88,-10.67,-13.75,-17.73,-16.55,-18.41,-17.95,-18.43,-16.42,-14.92,-11.16,-11.23,-5.53,-2.0,-2.34,0.98,-2.31,-2.5,-2.78,-1.62,-3.93,-4.04,-4.24,-4.21,-5.12,-17.04,-23.48,-22.52,-18.43,-14.68,-12.79,-13.03,-11.0,-8.34,-8.21,-5.86,-3.46
13,29.700955,-95.3453,14.65,0.0,0.0,0,0,0,-47.87,0.51,73,1,1,66,5.29,0,0.49,14.62,15.5,12.95,19.66,19.51,12.53,3.02,12.73,13.93,21.63,7.91,16.98,6.76,3.34,-4.21,-2.03,-3.59,-10.87,-4.26,-9.0,6.89,-3.21,-16.64,-38.98,-26.37,-33.42,-30.43,-39.68,-47.82,-43.72,-45.86,-43.34,-46.87,-48.44,-48.21,-41.5,-45.45,-44.23,-38.13,-36.0,-29.87,-37.23,-27.54,-34.64,-27.06,-35.82,-38.7,-29.78,-32.2,-37.59,-38.37,-38.8,-57.67,-50.85,-46.22,-37.94,-45.77,-46.36,-47.62,-57.32,-36.59,-44.68,-53.3,-40.61,0,3.6,9.51,12.53,13.45,13.61,13.93,13.22,10.84,9.89,5.87,11.24,8.92,2.78,3.06,-3.4,-3.17,-6.03,-6.64,-7.88,-9.08,-8.56,-3.92,-15.2,-23.35,-35.9,-34.38,-36.15,-31.39,-40.61,-41.61,-45.03,-48.37,-47.52,-49.19,-48.31,-49.38,-48.42,-46.53,-43.36,-42.66,-39.61,-36.33,-36.12,-33.08,-35.52,-35.71,-36.01,-35.23,-37.68,-38.35,-38.56,-38.56,-39.85,-46.9,-46.68,-52.38,-49.48,-48.44,-48.97,-48.82,-47.17,-50.77,-44.0,-45.02,-47.87
14,29.70097,-95.34521,14.59,0.0,0.0,0,0,0,-42.85,0.49,75,1,1,66,5.52,0,-1.83,-11.62,10.36,-1.77,5.32,11.75,7.44,-0.27,8.0,9.04,13.78,1.23,7.11,-0.56,-8.49,-12.49,-5.41,-16.42,-25.19,-13.19,-21.33,-24.03,-8.28,-24.84,-41.76,-32.46,-47.78,-67.42,-50.24,-53.74,-52.94,-55.65,-55.96,-58.54,-58.04,-56.24,-52.73,-58.99,-55.91,-46.97,-49.42,-38.42,-44.9,-38.5,-47.51,-30.95,-42.08,-45.53,-43.92,-46.95,-46.01,-45.74,-39.75,-33.75,-30.83,-41.22,-34.98,-36.47,-51.09,-48.26,-49.37,-46.01,-38.03,-47.97,-44.39,0,5.87,2.41,4.69,10.08,8.07,4.69,7.35,8.76,8.82,5.82,8.45,5.65,-1.33,-0.36,-6.14,-8.12,-8.93,-10.15,-19.22,-20.54,-24.42,-23.7,-21.04,-29.32,-35.07,-41.06,-42.58,-53.25,-50.97,-50.2,-51.89,-54.76,-55.07,-56.35,-55.55,-56.73,-55.79,-54.81,-51.9,-57.42,-46.27,-42.11,-43.44,-38.78,-41.75,-41.84,-43.77,-43.6,-44.23,-44.95,-44.05,-43.73,-40.04,-38.49,-35.0,-34.58,-35.36,-42.2,-46.54,-46.61,-46.68,-45.79,-45.04,-43.95,-42.85
15,29.700978000000003,-95.34516500000001,14.56,0.0,0.0,0,0,0,11.89,0.54,76,1,1,66,5.14,0,1.27,-9.32,8.97,0.17,-8.53,5.12,0.8,-6.07,5.06,3.55,13.0,-2.91,4.72,1.55,-9.62,-13.91,-12.4,-18.16,-25.86,-16.99,-19.75,-29.02,-9.65,-25.94,-46.3,-35.41,-44.95,-38.51,-22.74,-28.54,-27.2,-28.82,-29.13,-31.74,-30.04,-28.19,-28.89,-34.79,-29.01,-21.17,-22.3,-9.19,-20.89,-8.79,-17.34,-10.63,-18.6,-19.23,-11.43,-14.79,-17.44,-18.79,-17.69,-8.38,-3.57,-10.34,-5.34,-6.58,2.64,6.05,5.57,7.96,13.55,12.32,9.37,0,4.0,2.73,4.91,9.75,4.31,-0.75,1.28,2.68,1.27,-2.34,3.11,1.84,-3.99,-2.24,-14.99,-14.51,-14.11,-15.54,-17.69,-21.54,-24.15,-23.6,-23.38,-31.34,-42.15,-41.95,-43.61,-35.69,-27.36,-26.77,-26.39,-29.36,-28.69,-29.13,-29.55,-30.9,-29.91,-29.14,-26.52,-30.95,-23.8,-19.99,-18.76,-12.12,-16.09,-15.62,-15.79,-15.09,-16.76,-16.8,-16.63,-16.67,-16.95,-12.71,-7.83,-7.24,-5.59,-6.85,2.81,5.9,6.9,9.07,9.59,10.64,11.89
16,29.701047999999997,-95.34475,15.0,0.0,0.0,0,0,0,42.37,0.57,85,1,1,66,4.69,0,6.58,-4.9,13.06,-1.14,-8.04,-7.18,-6.84,5.65,9.4,5.83,15.56,7.7,18.45,6.77,-1.39,-5.66,-16.1,-6.7,-14.14,-12.61,-10.95,-14.92,-21.69,-8.57,-2.17,7.96,1.37,9.91,21.45,13.92,12.87,13.95,16.27,14.12,8.36,7.7,13.1,4.93,7.77,11.2,17.44,22.05,18.22,19.53,18.3,23.43,21.11,19.54,29.39,27.91,19.94,21.51,33.88,34.77,42.68,55.23,62.84,60.52,47.86,50.76,52.83,52.67,49.1,54.89,50.23,0,0.81,-1.2,-3.24,-5.68,-11.02,-12.42,-10.6,-7.69,-2.95,-0.35,2.25,1.91,0.63,-4.13,-8.71,-13.82,-18.25,-19.93,-21.01,-20.64,-23.54,-22.36,-20.92,-17.03,-13.89,-7.27,-1.1,1.74,2.5,6.12,7.09,5.27,4.86,3.77,2.77,0.08,-0.96,-0.27,1.62,3.47,6.49,8.98,9.82,11.28,10.8,11.16,13.13,15.06,14.26,14.34,17.06,18.11,21.26,28.17,36.6,41.64,44.31,46.06,45.92,43.51,41.62,43.05,42.7,42.4,42.37
17,29.701056,-95.34470400000001,15.0,0.0,0.0,0,0,0,-21.04,0.59,86,1,1,66,4.44,0,-10.0,-6.69,4.33,-5.39,-0.07,-4.72,-12.47,-21.61,-8.48,-15.57,-10.26,-20.02,-11.06,-20.11,-32.15,-29.3,-28.27,-29.46,-35.4,-31.47,-32.18,-37.33,-46.39,-38.42,-29.64,-20.73,-28.58,-23.54,-33.31,-38.94,-35.96,-37.18,-31.2,-41.15,-45.79,-43.6,-35.65,-44.1,-41.93,-36.89,-40.27,-35.8,-35.3,-36.53,-41.83,-54.82,-62.12,-60.63,-54.98,-57.35,-67.61,-66.09,-59.38,-52.39,-45.7,-56.18,-49.52,-48.33,-37.93,-35.65,-34.51,-31.65,-26.82,-26.39,-28.9,0,2.47,2.35,1.91,3.27,2.71,-2.39,-3.3,-6.27,-7.18,-9.0,-6.85,-8.98,-12.14,-16.46,-17.94,-21.69,-25.0,-24.3,-24.9,-26.57,-29.86,-30.4,-30.68,-28.29,-26.65,-21.78,-20.6,-22.83,-26.1,-27.37,-29.2,-31.12,-31.8,-33.38,-33.25,-36.26,-36.18,-34.28,-33.66,-33.64,-31.51,-30.3,-31.86,-34.51,-40.07,-45.04,-48.73,-51.83,-54.49,-55.28,-55.18,-54.68,-52.15,-50.02,-46.54,-44.62,-41.68,-39.53,-34.86,-31.66,-26.96,-24.63,-23.53,-22.39,-21.04
18,29.701425,-95.342516,15.66,0.0,0.0,0,0,0,1.41,0.31,134,1,1,66,6.52,0,-1.28,-8.76,5.55,1.95,-1.05,11.03,5.34,-7.39,-8.73,-14.3,-23.23,-27.9,-17.23,-19.63,-25.98,-20.38,-10.92,-18.56,-5.91,-16.61,-21.64,-23.7,-37.54,-11.93,-2.53,-19.61,0.58,-14.72,-8.26,-15.02,-12.49,-18.05,-1.55,11.6,-14.86,-2.63,-12.75,-14.62,-21.39,-17.49,-9.28,-21.38,-7.29,-18.62,-11.46,-16.03,-4.94,-1.51,-4.74,1.05,-8.48,-18.63,-12.47,-23.18,-7.75,-15.8,-5.04,-3.31,-11.81,-3.09,-15.31,15.19,1.87,-0.07,-7.49,0,3.09,4.01,2.77,7.81,6.95,4.61,-6.23,-10.76,-12.5,-7.13,-13.93,-16.59,-19.58,-19.49,-16.59,-17.18,-16.82,-12.0,-12.01,-17.03,-11.03,-12.88,-21.97,-12.13,-4.61,-11.08,-2.51,-13.3,-10.36,-9.88,-4.58,-16.02,-11.87,-0.18,-7.93,-11.34,-11.9,-12.96,-12.48,-14.64,-12.97,-12.29,-11.13,-12.96,-9.6,-10.54,-4.06,-0.19,-1.31,-0.18,-6.2,-15.69,-10.71,-14.07,-9.49,-2.6,-5.69,-3.89,-4.42,-7.62,-9.51,3.96,-8.7,-0.21,1.41
19,29.701454,-95.342343,15.17,0.0,0.0,0,0,0,53.95,0.62,138,1,1,66,4.53,0,0.11,-8.5,-18.01,-2.92,-10.57,-7.4,-20.09,-10.59,-15.08,-3.61,-12.87,-0.79,5.78,0.62,-5.9,-9.11,-8.21,-19.34,-5.44,17.84,5.11,5.79,12.05,1.27,5.9,2.63,12.97,14.0,19.49,32.29,29.04,29.55,28.33,28.51,31.1,28.98,33.58,29.88,36.28,37.21,35.64,48.24,40.9,52.69,43.05,55.61,39.55,44.5,46.62,49.87,48.03,45.3,47.97,52.38,59.68,50.27,52.22,54.45,39.5,41.75,41.3,42.84,56.3,49.41,51.65,0,4.1,1.66,-7.31,-8.11,-12.57,-7.61,-11.2,-9.05,-10.77,-7.24,-4.74,-0.01,-0.56,-0.68,-3.66,-5.0,-6.44,-6.81,-5.04,5.67,9.68,6.38,7.2,6.68,8.12,7.99,13.57,15.21,20.14,31.41,30.59,31.1,31.67,31.58,31.47,31.33,33.33,34.78,36.25,35.53,39.71,41.33,45.35,50.54,43.09,46.76,45.68,48.36,47.37,48.19,48.74,49.77,50.36,50.94,53.31,54.54,54.08,49.53,46.06,43.88,42.72,45.53,49.83,52.33,53.95
20,29.701469,-95.342256,14.99,0.0,0.0,0,0,0,-7.27,0.53,140,1,1,66,4.93,0,-2.26,-9.26,-21.14,-32.43,-23.17,-18.22,-20.44,-29.42,-21.11,-33.43,-44.71,-54.41,-46.82,-34.97,-29.82,-36.77,-35.54,-43.87,-46.98,-41.79,-46.36,-45.63,-34.43,-25.05,-14.47,-2.04,-13.89,-8.45,-19.51,-25.56,-20.29,-24.32,-23.93,-27.62,-23.88,-25.61,-18.61,-26.63,-24.16,-15.32,-16.86,-7.29,-14.99,-8.4,-16.78,-4.87,-16.28,-13.35,-10.79,-7.76,-11.2,-12.49,-10.0,-3.8,2.13,-6.23,-1.6,-1.27,-17.74,-17.49,-17.33,-13.43,-3.01,-12.95,-19.7,0,-4.33,-8.84,-13.9,-16.78,-18.42,-20.0,-18.03,-19.95,-25.05,-32.15,-35.59,-38.17,-37.28,-36.21,-32.27,-31.75,-34.4,-36.23,-38.18,-40.06,-38.07,-33.62,-28.8,-19.83,-13.59,-8.1,-6.83,-9.42,-13.3,-14.31,-17.7,-19.68,-18.64,-19.77,-19.42,-20.39,-19.47,-17.64,-15.94,-13.62,-10.92,-7.63,-8.5,-5.84,-7.93,-7.52,-7.99,-6.18,-7.55,-6.79,-6.27,-4.89,-2.72,-1.87,0.47,1.93,-0.81,-4.6,-6.48,-9.22,-9.17,-8.19,-8.88,-7.94,-7.27
21,29.701476,-95.342212,14.89,0.0,0.0,0,0,0,-5.12,0.55,141,1,1,66,5.09,0,0.48,-7.6,9.82,0.92,13.46,10.46,6.02,-3.25,4.34,-6.5,12.82,-1.48,6.88,-2.97,-6.91,-9.92,-9.78,-16.58,-18.86,-11.74,-19.23,-20.14,-7.37,-23.14,-15.85,-26.02,-14.27,-11.85,-16.18,-21.2,-22.08,-24.62,-28.59,-25.65,-23.68,-23.17,-15.49,-26.86,-23.64,-17.88,-19.41,-9.5,-15.8,-9.04,-17.08,-6.23,-19.25,-12.44,-11.58,-9.69,-11.28,-13.64,-10.29,-8.66,-0.97,-7.24,-2.71,0.13,-16.97,-16.9,-16.63,-16.72,-2.08,-8.11,-16.59,0,3.54,3.53,9.3,12.82,10.21,8.76,9.34,4.93,-0.48,-2.82,0.9,-3.26,-3.04,-3.0,-6.21,-7.4,-10.69,-11.05,-13.93,-16.46,-15.23,-17.28,-17.56,-20.0,-16.97,-15.83,-13.5,-15.66,-15.75,-15.38,-19.47,-23.18,-22.81,-23.36,-23.09,-23.19,-22.07,-20.35,-18.67,-21.3,-16.26,-12.31,-13.08,-9.27,-12.89,-11.19,-11.94,-9.83,-11.03,-10.32,-10.04,-9.49,-8.59,-7.55,-4.76,-2.57,-1.66,-7.08,-15.74,-15.36,-15.29,-13.26,-13.82,-12.08,-5.12
22,29.701656,-95.34114699999999,16.2,0.0,0.0,0,0,0,50.18,0.43,164,1,1,66,5.45,0,0.81,-8.06,-16.2,-22.61,-17.04,-12.86,-22.93,-26.13,-13.86,-3.96,-16.15,-0.59,11.73,3.05,2.47,15.62,19.05,12.31,9.53,14.11,29.54,29.57,21.72,9.48,14.24,23.22,13.7,22.26,12.78,3.93,13.06,6.9,3.94,1.62,2.89,4.68,8.34,7.29,2.38,10.53,11.44,16.22,15.51,21.22,13.2,24.51,36.84,47.09,47.86,45.9,38.27,40.1,42.47,49.58,58.63,50.56,56.01,53.01,38.55,41.43,39.31,48.27,52.19,49.17,39.61,0,-3.45,-6.46,-10.29,-12.72,-15.09,-17.0,-15.54,-12.79,-13.25,-9.09,-1.49,2.09,3.54,9.38,13.48,13.52,14.57,17.46,20.22,22.46,24.44,24.49,23.88,22.71,19.43,19.84,20.66,18.22,15.96,16.45,12.49,9.91,10.39,8.66,7.37,7.62,8.0,9.65,10.95,12.58,14.59,18.5,18.45,21.33,25.16,31.57,36.9,43.44,46.09,46.75,45.67,46.0,48.74,51.05,54.4,56.21,54.06,50.75,48.85,46.92,47.15,49.3,48.69,50.21,50.18
23,29.701664,-95.34109699999999,16.44,0.0,0.0,0,0,0,32.03,0.55,165,1,1,66,4.97,0,0.54,-3.38,5.98,3.74,10.23,16.64,1.52,-1.14,-6.13,-4.06,-14.8,1.84,10.04,-1.2,1.48,11.52,15.84,15.39,14.33,4.32,17.98,5.52,5.02,12.84,15.33,4.78,12.78,18.96,17.7,32.58,22.54,28.79,28.46,32.23,36.98,30.97,33.62,36.47,35.66,41.6,39.37,43.63,42.91,49.97,44.65,31.28,39.39,36.35,42.96,45.11,38.33,37.54,43.8,34.93,32.83,27.08,32.35,24.61,37.1,40.75,37.35,40.3,29.82,26.13,39.54,0,1.77,2.93,5.13,8.29,7.02,4.45,-1.81,-2.81,-2.81,-2.95,-5.62,-0.5,3.89,5.22,10.01,14.33,14.65,14.12,15.61,13.51,10.39,10.13,12.85,9.57,11.66,14.87,17.06,15.73,20.79,20.86,23.82,30.33,34.78,34.15,33.54,34.96,36.04,36.26,38.15,40.39,42.54,45.22,45.27,46.82,44.25,40.39,40.92,41.02,41.58,41.12,42.71,40.86,38.49,37.06,34.99,32.12,32.45,36.67,39.45,41.22,39.25,37.66,36.97,35.49,32.03
24,29.701681,-95.340998,16.93,0.0,0.0,0,0,0,8.14,0.52,167,1,1,66,5.2,0,11.73,-0.66,3.6,-6.88,6.02,-0.02,-0.11,-10.33,-10.94,-16.33,-7.77,-15.12,-0.32,-10.0,2.05,-5.64,-11.5,-8.44,-8.87,-8.16,2.04,-3.63,2.08,0.39,-10.69,-10.62,-20.17,-5.71,-12.46,-13.12,-11.15,-14.92,-19.45,-9.29,-7.95,-21.43,-17.53,-9.93,-11.9,-2.67,-4.72,3.49,-6.52,4.2,-3.78,10.31,-7.04,5.53,6.02,-2.83,5.3,-0.05,6.64,9.35,15.12,5.74,-1.75,-7.05,2.49,5.35,6.03,8.18,8.01,7.32,9.01,0,1.53,-0.87,1.01,0.1,1.0,-1.03,0.01,-11.72,-9.72,-12.49,-12.44,-10.86,-3.73,-4.08,-5.52,-8.26,-8.3,-8.35,-7.92,-5.49,-2.68,-0.94,-0.84,-4.23,1.8,-7.06,-11.0,-12.71,-13.39,-11.64,-15.76,-15.4,-11.71,-22.7,-16.08,-12.61,-13.25,-15.6,-10.71,-8.12,-5.24,-0.84,-2.7,2.94,-5.8,3.83,5.88,5.26,2.61,2.92,3.0,3.51,6.54,6.41,6.42,11.73,0.31,2.55,3.3,5.94,6.08,7.04,7.52,7.87,8.14
25,29.701964,-95.339318,17.1,0.0,0.0,0,0,0,-65.63,0.56,204,1,1,66,4.85,0,0.87,-5.74,-13.65,-24.8,-13.95,-14.13,-21.43,-29.22,-17.54,-30.9,-41.83,-26.87,-41.23,-49.7,-56.65,-59.38,-60.74,-65.93,-73.09,-64.44,-74.86,-78.42,-90.11,-102.48,-94.77,-85.81,-74.0,-65.71,-74.48,-79.9,-81.67,-82.79,-79.03,-78.63,-77.35,-76.73,-70.88,-78.84,-76.48,-68.37,-64.45,-60.84,-69.6,-64.92,-63.51,-75.64,-67.52,-63.43,-62.66,-64.27,-69.18,-66.14,-61.94,-61.72,-53.71,-64.07,-58.56,-56.99,-71.44,-72.7,-69.44,-73.37,-66.6,-74.44,-63.05,0,-3.01,-6.71,-9.92,-12.61,-15.15,-18.18,-17.03,-20.28,-25.63,-27.02,-29.39,-35.63,-40.61,-44.64,-51.24,-56.26,-61.18,-62.18,-65.3,-68.7,-73.43,-79.25,-85.95,-88.04,-87.27,-82.09,-76.33,-73.73,-73.13,-76.62,-79.58,-80.76,-79.55,-78.63,-74.23,-74.62,-73.96,-72.05,-69.64,-67.58,-65.37,-62.92,-62.52,-64.5,-66.12,-64.8,-64.34,-64.49,-63.3,-63.02,-62.88,-62.71,-60.4,-59.53,-57.84,-57.15,-59.04,-62.7,-63.43,-66.78,-68.3,-68.88,-67.19,-67.26,-65.63
26,29.702083000000002,-95.338613,52.38,35.47,0.92,0,0,0,15.4,0.6,206,1,1,66,4.67,0,0.13,-9.64,8.53,22.28,13.15,20.92,6.45,22.8,10.06,23.44,12.74,25.53,9.91,9.34,3.85,19.65,13.51,15.2,14.65,20.95,12.24,19.99,13.54,3.99,13.84,21.35,5.71,12.76,5.71,4.77,6.65,6.1,5.53,5.19,7.8,3.33,4.83,2.3,3.24,8.19,12.38,11.14,14.15,2.36,-1.04,-1.6,6.67,6.1,20.67,15.18,15.12,15.58,7.27,13.05,20.25,16.17,23.65,21.82,4.72,7.74,6.4,8.12,14.85,16.3,3.89,0,4.11,0.61,12.98,17.09,9.17,22.83,12.5,24.1,16.28,21.61,15.7,15.79,10.12,8.96,11.61,13.52,14.99,17.25,15.15,17.2,16.82,17.62,14.11,17.91,11.29,11.78,12.05,6.27,6.92,8.74,6.97,6.39,7.95,7.18,6.08,4.94,4.73,4.8,6.95,8.88,11.5,11.51,11.04,1.08,2.66,3.24,1.14,5.97,12.77,15.63,15.59,14.09,15.24,15.34,16.99,19.29,21.08,14.16,5.77,8.02,8.83,11.17,9.88,11.7,15.4
27,29.702094,-95.338543,53.79,36.99,0.76,0,0,0,46.7,0.59,207,1,1,66,4.74,0,0.21,-9.17,7.9,22.85,14.13,20.37,9.21,25.19,13.15,28.16,16.79,29.0,13.14,13.84,8.95,23.7,16.33,19.7,16.85,24.79,15.33,22.26,14.82,6.76,16.32,23.82,7.52,16.2,10.11,8.01,9.79,9.74,10.52,8.09,10.61,6.41,7.12,6.0,7.07,12.3,14.45,15.17,16.57,30.66,28.12,29.9,35.65,34.06,51.85,44.35,45.36,44.84,36.83,44.31,50.25,46.67,54.0,50.92,35.27,37.47,35.29,37.48,45.46,47.55,34.62,0,3.79,0.96,14.79,18.14,13.2,22.24,15.67,25.09,20.94,25.6,19.32,20.16,14.81,14.22,15.46,17.56,18.18,20.97,18.43,20.53,18.97,18.16,16.55,19.91,13.05,15.08,15.78,10.03,10.31,12.7,11.24,10.26,11.75,11.03,9.59,8.13,8.17,8.3,10.28,12.49,14.92,15.39,16.38,28.29,32.11,32.64,31.32,33.77,41.55,45.84,45.39,44.35,45.81,46.0,48.4,49.62,50.79,44.08,36.09,38.08,38.7,40.92,39.24,41.96,46.7
28,29.702001,-95.339097,16.8,0.0,0.0,0,0,0,-17.55,0.53,209,1,1,66,5.07,0,-3.98,-7.72,11.86,0.58,8.1,9.28,0.51,-3.57,4.88,-5.73,4.57,-4.06,8.55,-0.46,-5.31,-13.62,-12.56,-19.63,-23.62,-16.72,-23.97,-28.47,-11.55,-22.32,-24.06,-31.52,-18.91,-13.41,-19.98,-28.72,-23.99,-27.0,-25.53,-27.59,-28.46,-25.43,-20.17,-26.63,-25.42,-15.35,-14.29,-17.24,-17.16,-9.86,-19.44,-9.33,-21.07,-14.57,-11.42,-12.03,-17.73,-17.64,-22.01,-9.08,-2.28,-15.36,-9.29,-7.03,-24.45,-20.06,-23.15,-17.22,-7.59,-23.41,-20.37,0,-2.26,2.64,11.06,14.0,10.74,7.35,8.51,4.28,4.94,2.39,8.28,4.53,4.74,-0.49,-8.6,-8.67,-11.66,-11.82,-15.0,-18.68,-19.28,-17.65,-20.19,-22.69,-18.23,-18.04,-15.9,-12.63,-16.54,-12.7,-19.42,-22.94,-21.72,-22.33,-21.48,-22.34,-21.47,-20.18,-15.14,-13.0,-12.24,-10.12,-11.66,-10.17,-11.72,-10.34,-10.66,-8.72,-10.98,-10.45,-12.07,-12.02,-15.38,-14.01,-3.72,-4.27,-2.84,-11.15,-16.14,-15.95,-16.49,-16.1,-16.68,-15.66,-17.55
29,29.702009000000004,-95.339052,16.82,0.0,0.0,0,0,0,-32.7,0.5,210,1,1,66,5.39,0,-1.91,-9.54,-15.42,-2.38,-15.82,-15.61,-23.43,-31.43,-21.03,-34.09,-46.62,-32.47,-19.0,-29.0,-31.81,-40.05,-37.39,-44.27,-50.29,-43.0,-49.87,-51.34,-63.26,-52.44,-43.77,-59.09,-47.1,-65.19,-46.68,-52.26,-50.67,-52.12,-51.21,-55.8,-56.03,-54.62,-48.57,-51.84,-52.76,-45.42,-40.41,-45.39,-44.26,-37.66,-48.44,-34.23,-46.62,-41.19,-35.8,-36.25,-41.11,-37.6,-35.47,-35.28,-48.62,-35.05,-33.97,-31.93,-45.6,-48.5,-51.1,-42.91,-32.01,-35.5,-44.48,0,-2.54,0.77,-11.27,-12.15,-15.61,-20.53,-17.02,-22.56,-20.77,-31.34,-41.41,-31.93,-27.52,-30.29,-33.37,-34.18,-37.73,-39.06,-42.2,-45.48,-46.94,-48.32,-47.43,-51.84,-48.34,-47.27,-41.19,-50.2,-47.18,-45.47,-46.92,-49.79,-49.89,-51.41,-50.85,-51.57,-50.57,-48.71,-45.13,-43.69,-41.85,-39.73,-40.77,-39.51,-40.73,-38.72,-38.17,-35.43,-37.53,-35.88,-34.79,-34.7,-35.82,-34.13,-32.68,-31.95,-34.27,-34.72,-46.57,-43.67,-44.49,-45.91,-40.65,-36.51,-32.7
30,29.702016999999998,-95.33900600000001,16.84,0.0,0.0,0,0,0,-23.9,0.34,211,1,1,66,6.25,0,-6.64,12.45,2.76,-6.51,-13.85,-13.46,-27.28,-3.84,8.01,-4.24,-16.27,-5.82,-17.54,-3.34,2.19,-13.5,-7.86,-11.72,-20.44,-10.54,-18.08,-27.62,-7.55,-23.33,-42.84,-33.43,-44.58,-39.07,-47.99,-51.33,-50.59,-50.81,-48.55,-58.39,-52.17,-51.04,-44.9,-52.4,-48.84,-48.35,-54.4,-39.56,-43.85,-31.85,-46.25,-37.2,-47.09,-44.85,-35.32,-35.53,-45.02,-38.42,-44.67,-40.97,-34.41,-42.77,-34.97,-34.31,-28.0,-21.81,-24.73,-16.89,-22.13,-28.99,-11.49,0,1.67,-1.14,-9.71,-14.32,-3.82,-6.66,-16.03,-3.1,-2.04,-6.99,-13.23,-7.76,-6.93,-6.9,-9.94,-8.32,-14.2,-11.26,-12.5,-17.59,-27.7,-28.65,-20.7,-30.67,-40.51,-41.42,-41.79,-44.69,-48.23,-49.18,-49.42,-51.22,-50.39,-50.63,-50.05,-52.45,-50.18,-48.97,-49.58,-51.05,-46.01,-39.65,-39.73,-39.54,-43.86,-44.2,-42.88,-39.15,-42.35,-39.49,-39.58,-41.01,-40.85,-40.55,-39.67,-37.3,-34.4,-34.81,-27.98,-22.63,-22.35,-22.44,-21.8,-19.81,-23.9
